champ_1,role_1,champ_2,role_2,winrate,matches
Nunu,Top,Shaco,Support,0.4376,5
Nunu,Top,Sona,Support,0.498,6
Janna,Support,Nunu,Top,0.5199,13
Karma,Support,Nunu,Top,0.4935,13
Blitzcrank,Support,Nunu,Top,0.5061,11
Leona,Support,Nunu,Top,0.4667,11
Lux,Support,Nunu,Top,0.4886,8
Nautilus,Support,Nunu,Top,0.4316,15
Lulu,Support,Nunu,Top,0.5566,26
Nunu,Top,Seraphine,Support,0.5606,11
Camille,Support,Nunu,Top,0.4975,6
Braum,Support,Nunu,Top,0.5521,13
Nunu,Top,Senna,Support,0.4798,8
Nami,Support,Nunu,Top,0.4607,19
Nunu,Top,Yuumi,Support,0.4959,11
Nunu,Top,Thresh,Support,0.532,29
Bard,Support,Nunu,Top,0.5661,6
Nunu,Top,Rakan,Support,0.5566,5
Nunu,Top,Rell,Support,0.4872,7
Nunu,Top,Pyke,Support,0.44,12
Milio,Support,Nunu,Top,0.5069,11
Nunu,Jungle,Yone,Top,0.5322,5
Nunu,Jungle,TwistedFate,Mid,0.5021,6
Nunu,Jungle,Vladimir,Mid,0.5614,6
Nunu,Jungle,Syndra,Mid,0.5707,7
Nunu,Jungle,Yasuo,Mid,0.5676,6
Nunu,Jungle,Zed,Mid,0.5256,8
Nunu,Jungle,Sylas,Mid,0.5712,6
Nunu,Jungle,Yone,Mid,0.5108,10
Nunu,Jungle,Tristana,ADC,0.5512,11
Nunu,Jungle,Yunara,ADC,0.529,14
Nunu,Jungle,Seraphine,Support,0.5179,7
Nunu,Jungle,Thresh,Support,0.5233,20
Nunu,Jungle,Pyke,Support,0.5665,7
Nunu,Mid,Olaf,Top,0.466,12
Nunu,Mid,Urgot,Top,0.5575,6
Nunu,Mid,Sion,Top,0.5115,9
Nunu,Mid,Tryndamere,Top,0.5637,7
Jax,Top,Nunu,Mid,0.4929,12
Nunu,Mid,Singed,Top,0.5711,6
Chogath,Top,Nunu,Mid,0.5443,7
DrMundo,Top,Nunu,Mid,0.5145,6
Irelia,Top,Nunu,Mid,0.4905,10
Gangplank,Top,Nunu,Mid,0.4798,10
Malphite,Top,Nunu,Mid,0.4576,16
Nunu,Mid,Renekton,Top,0.4824,12
Nunu,Mid,Vayne,Top,0.4338,5
Nasus,Top,Nunu,Mid,0.5062,17
Mordekaiser,Top,Nunu,Mid,0.4289,5
Garen,Top,Nunu,Mid,0.4876,18
Nunu,Mid,Volibear,Top,0.5659,5
Fiora,Top,Nunu,Mid,0.5508,8
Darius,Top,Nunu,Mid,0.4886,10
Jayce,Top,Nunu,Mid,0.4891,15
Gnar,Top,Nunu,Mid,0.4558,7
Nunu,Mid,Yasuo,Top,0.4932,10
Camille,Top,Nunu,Mid,0.5409,10
Aatrox,Top,Nunu,Mid,0.4891,11
Nunu,Mid,Ornn,Top,0.4744,6
Nunu,Mid,Yone,Top,0.5251,18
Ambessa,Top,Nunu,Mid,0.4997,11
Nunu,Mid,Sett,Top,0.5365,8
KSante,Top,Nunu,Mid,0.4843,11
Nunu,Mid,Zaahen,Top,0.5479,9
Nunu,Mid,XinZhao,Jungle,0.4872,5
MasterYi,Jungle,Nunu,Mid,0.5311,9
Chogath,Jungle,Nunu,Mid,0.5703,12
Nunu,Mid,Shaco,Jungle,0.518,8
Nocturne,Jungle,Nunu,Mid,0.5602,11
JarvanIV,Jungle,Nunu,Mid,0.468,13
MonkeyKing,Jungle,Nunu,Mid,0.5194,9
LeeSin,Jungle,Nunu,Mid,0.5054,32
Nidalee,Jungle,Nunu,Mid,0.5286,9
Nunu,Mid,Udyr,Jungle,0.545,5
Nunu,Mid,Talon,Jungle,0.5065,15
Nunu,Mid,Shyvana,Jungle,0.5519,9
Graves,Jungle,Nunu,Mid,0.4405,18
Nunu,Mid,Rengar,Jungle,0.481,9
Nunu,Mid,Sejuani,Jungle,0.4649,7
Hecarim,Jungle,Nunu,Mid,0.4652,12
Khazix,Jungle,Nunu,Mid,0.5597,12
Kayn,Jungle,Nunu,Mid,0.5335,9
Belveth,Jungle,Nunu,Mid,0.5237,5
Briar,Jungle,Nunu,Mid,0.525,11
Nunu,Mid,Viego,Jungle,0.4894,26
Ekko,Jungle,Nunu,Mid,0.4737,9
Nunu,Mid,Qiyana,Jungle,0.5295,12
Nunu,Mid,Vi,Jungle,0.5153,12
Nunu,Mid,Sylas,Jungle,0.546,17
Naafiri,Jungle,Nunu,Mid,0.459,9
Nunu,Mid,Sivir,ADC,0.4773,6
Nunu,Mid,Tristana,ADC,0.5292,19
MissFortune,ADC,Nunu,Mid,0.5088,6
Ashe,ADC,Nunu,Mid,0.5029,12
Nunu,Mid,Twitch,ADC,0.5194,7
Caitlyn,ADC,Nunu,Mid,0.4942,26
Ezreal,ADC,Nunu,Mid,0.4436,33
KogMaw,ADC,Nunu,Mid,0.5381,6
Nunu,Mid,Varus,ADC,0.4534,6
Draven,ADC,Nunu,Mid,0.5121,7
Kaisa,ADC,Nunu,Mid,0.4827,52
Nunu,Mid,Yasuo,ADC,0.5402,7
Jhin,ADC,Nunu,Mid,0.5117,37
Nunu,Mid,Zeri,ADC,0.5086,6
Jinx,ADC,Nunu,Mid,0.5708,34
Lucian,ADC,Nunu,Mid,0.5672,20
Nunu,Mid,Samira,ADC,0.4524,7
Kalista,ADC,Nunu,Mid,0.5151,11
Nunu,Mid,Xayah,ADC,0.5682,6
Aphelios,ADC,Nunu,Mid,0.5149,14
Nunu,Mid,Yunara,ADC,0.5268,32
Alistar,Support,Nunu,Mid,0.5503,11
Nunu,Mid,Soraka,Support,0.4815,7
Morgana,Support,Nunu,Mid,0.4904,6
Nunu,Mid,Sona,Support,0.4772,8
Janna,Support,Nunu,Mid,0.5282,13
Karma,Support,Nunu,Mid,0.4472,18
Nunu,Mid,Swain,Support,0.4513,5
Blitzcrank,Support,Nunu,Mid,0.5688,10
Nunu,Mid,Pantheon,Support,0.4914,7
Leona,Support,Nunu,Mid,0.5539,22
Nautilus,Support,Nunu,Mid,0.5169,24
Lulu,Support,Nunu,Mid,0.5518,25
Nunu,Mid,Seraphine,Support,0.5077,15
Nunu,Mid,Velkoz,Support,0.5456,5
Camille,Support,Nunu,Mid,0.4667,6
Braum,Support,Nunu,Mid,0.5141,14
Nunu,Mid,TahmKench,Support,0.5097,6
Nunu,Mid,Senna,Support,0.5298,14
Nami,Support,Nunu,Mid,0.4417,20
Nunu,Mid,Yuumi,Support,0.5105,13
Nunu,Mid,Thresh,Support,0.5363,35
Bard,Support,Nunu,Mid,0.5271,14
Nunu,Mid,Rakan,Support,0.5398,5
Nunu,Mid,Rell,Support,0.5147,6
Nunu,Mid,Pyke,Support,0.4424,13
Milio,Support,Nunu,Mid,0.5064,11
Nasus,Top,Nunu,ADC,0.5278,5
Garen,Top,Nunu,ADC,0.5522,6
Camille,Top,Nunu,ADC,0.5246,5
Nunu,ADC,Yone,Top,0.5709,6
LeeSin,Jungle,Nunu,ADC,0.5047,6
Nunu,ADC,Talon,Jungle,0.5531,7
Graves,Jungle,Nunu,ADC,0.4496,8
Hecarim,Jungle,Nunu,ADC,0.5151,5
Kayn,Jungle,Nunu,ADC,0.5389,5
Nunu,ADC,Qiyana,Jungle,0.5712,6
Katarina,Mid,Nunu,ADC,0.5688,5
Nunu,ADC,Viktor,Mid,0.474,6
Nunu,ADC,Yasuo,Mid,0.5709,13
Nunu,ADC,Zed,Mid,0.5661,10
Nunu,ADC,Yone,Mid,0.5227,8
Nautilus,Support,Nunu,ADC,0.5554,5
Nunu,ADC,Seraphine,Support,0.5238,6
Nunu,ADC,Senna,Support,0.5585,5
Nami,Support,Nunu,ADC,0.4577,13
Nunu,ADC,Thresh,Support,0.5607,8
Nunu,ADC,Pyke,Support,0.542,6
Nunu,Support,Olaf,Top,0.556,9
Nunu,Support,Urgot,Top,0.5709,10
Kayle,Top,Nunu,Support,0.4789,9
Nunu,Support,Sion,Top,0.4946,9
Nunu,Support,Teemo,Top,0.5491,9
Nunu,Support,Tryndamere,Top,0.5471,11
Jax,Top,Nunu,Support,0.5525,21
Nunu,Support,Singed,Top,0.5599,11
Chogath,Top,Nunu,Support,0.4939,12
DrMundo,Top,Nunu,Support,0.44,13
Irelia,Top,Nunu,Support,0.5519,17
Gangplank,Top,Nunu,Support,0.5202,15
Nunu,Support,Trundle,Top,0.4997,6
Malphite,Top,Nunu,Support,0.546,17
Nunu,Support,Renekton,Top,0.569,20
Nunu,Support,Vayne,Top,0.5203,8
Nunu,Support,Rumble,Top,0.5573,8
Nasus,Top,Nunu,Support,0.5403,24
Gragas,Top,Nunu,Support,0.5678,7
Nunu,Support,Pantheon,Top,0.5486,10
Mordekaiser,Top,Nunu,Support,0.5266,13
Nunu,Support,Yorick,Top,0.5479,6
Akali,Top,Nunu,Support,0.5094,9
Garen,Top,Nunu,Support,0.4727,19
Nunu,Support,Riven,Top,0.5704,7
Nunu,Support,Shen,Top,0.5142,16
Nunu,Support,Volibear,Top,0.4745,12
Fiora,Top,Nunu,Support,0.5412,10
Darius,Top,Nunu,Support,0.4842,17
Jayce,Top,Nunu,Support,0.5606,28
Gnar,Top,Nunu,Support,0.4545,16
Nunu,Support,Yasuo,Top,0.531,12
Camille,Top,Nunu,Support,0.5462,17
Kled,Top,Nunu,Support,0.5423,6
Aatrox,Top,Nunu,Support,0.4763,16
Nunu,Support,Ornn,Top,0.5553,13
Nunu,Support,Yone,Top,0.5259,25
Ambessa,Top,Nunu,Support,0.4812,14
Nunu,Support,Sett,Top,0.464,19
Gwen,Top,Nunu,Support,0.5423,7
KSante,Top,Nunu,Support,0.4349,11
Nunu,Support,Zaahen,Top,0.5069,11
Nunu,Support,XinZhao,Jungle,0.5608,11
Fiddlesticks,Jungle,Nunu,Support,0.5683,6
MasterYi,Jungle,Nunu,Support,0.5552,18
Nunu,Support,Warwick,Jungle,0.5025,5
Nunu,Jungle,Nunu,Support,0.5621,8
Jax,Jungle,Nunu,Support,0.4427,6
Evelynn,Jungle,Nunu,Support,0.4508,10
Karthus,Jungle,Nunu,Support,0.5025,5
Chogath,Jungle,Nunu,Support,0.5668,15
Amumu,Jungle,Nunu,Support,0.4778,6
Nunu,Support,Shaco,Jungle,0.5214,12
Nocturne,Jungle,Nunu,Support,0.5547,17
JarvanIV,Jungle,Nunu,Support,0.4299,30
Elise,Jungle,Nunu,Support,0.5268,8
MonkeyKing,Jungle,Nunu,Support,0.5618,21
LeeSin,Jungle,Nunu,Support,0.5544,47
Nidalee,Jungle,Nunu,Support,0.5646,9
Nunu,Support,Udyr,Jungle,0.4706,9
Nunu,Support,Talon,Jungle,0.5449,18
Nunu,Support,Shyvana,Jungle,0.5067,13
Graves,Jungle,Nunu,Support,0.482,25
Nunu,Support,Rengar,Jungle,0.5684,13
Nunu,Support,Sejuani,Jungle,0.5695,8
Hecarim,Jungle,Nunu,Support,0.5065,21
Khazix,Jungle,Nunu,Support,0.496,18
Diana,Jungle,Nunu,Support,0.4705,8
Kayn,Jungle,Nunu,Support,0.5531,24
Nunu,Support,Zyra,Jungle,0.4565,6
Nunu,Support,Zac,Jungle,0.4757,10
Belveth,Jungle,Nunu,Support,0.4895,8
Briar,Jungle,Nunu,Support,0.4705,11
Nunu,Support,Viego,Jungle,0.4705,32
Nunu,Support,Zed,Jungle,0.5144,10
Ekko,Jungle,Nunu,Support,0.5169,20
Nunu,Support,Qiyana,Jungle,0.5694,24
Nunu,Support,Vi,Jungle,0.4953,19
Nunu,Support,Sylas,Jungle,0.4889,24
Lillia,Jungle,Nunu,Support,0.5711,11
Naafiri,Jungle,Nunu,Support,0.4522,10
Annie,Mid,Nunu,Support,0.5336,6
Galio,Mid,Nunu,Support,0.475,12
Nunu,Support,TwistedFate,Mid,0.5672,18
Leblanc,Mid,Nunu,Support,0.5379,21
Nunu,Support,Vladimir,Mid,0.5401,14
Nunu,Support,Ryze,Mid,0.449,9
Anivia,Mid,Nunu,Support,0.534,14
Kassadin,Mid,Nunu,Support,0.5539,22
Irelia,Mid,Nunu,Support,0.5124,7
Nunu,Support,Veigar,Mid,0.5382,9
Katarina,Mid,Nunu,Support,0.4896,24
Nunu,Support,Orianna,Mid,0.476,9
Nasus,Mid,Nunu,Support,0.5368,8
Akali,Mid,Nunu,Support,0.4491,17
Malzahar,Mid,Nunu,Support,0.5181,15
Lux,Mid,Nunu,Support,0.5491,10
Nunu,Support,Xerath,Mid,0.5399,13
Ahri,Mid,Nunu,Support,0.5568,32
Fizz,Mid,Nunu,Support,0.5686,14
Nunu,Support,Viktor,Mid,0.5056,33
Lissandra,Mid,Nunu,Support,0.5329,23
Diana,Mid,Nunu,Support,0.5283,11
Nunu,Support,Syndra,Mid,0.4993,29
Nunu,Support,Zoe,Mid,0.4931,8
Nunu,Support,Yasuo,Mid,0.509,20
Nunu,Support,Taliyah,Mid,0.5658,6
Nunu,Support,Zed,Mid,0.5409,27
Ekko,Mid,Nunu,Support,0.5645,16
Nunu,Support,Qiyana,Mid,0.4544,7
Nunu,Support,Sylas,Mid,0.4766,26
Nunu,Support,Vex,Mid,0.4844,11
Nunu,Support,Yone,Mid,0.4551,16
Mel,Mid,Nunu,Support,0.5228,7
Locke,Mid,Nunu,Support,0.5502,25
Aurora,Mid,Nunu,Support,0.5707,5
Hwei,Mid,Nunu,Support,0.5064,11
Nunu,Support,Sivir,ADC,0.4799,15
Nunu,Support,Tristana,ADC,0.551,30
MissFortune,ADC,Nunu,Support,0.4293,7
Ashe,ADC,Nunu,Support,0.5594,23
Nunu,Support,Twitch,ADC,0.481,20
Caitlyn,ADC,Nunu,Support,0.5218,42
Nunu,Support,Vayne,ADC,0.5433,10
Ezreal,ADC,Nunu,Support,0.4297,15
KogMaw,ADC,Nunu,Support,0.5685,13
Nunu,Support,Varus,ADC,0.5568,8
Draven,ADC,Nunu,Support,0.4692,7
Kaisa,ADC,Nunu,Support,0.5249,27
Jhin,ADC,Nunu,Support,0.4738,19
Nunu,Support,Zeri,ADC,0.4834,13
Jinx,ADC,Nunu,Support,0.5438,107
Lucian,ADC,Nunu,Support,0.5018,182
Nunu,Support,Xayah,ADC,0.4815,7
Aphelios,ADC,Nunu,Support,0.5329,20
Nunu,Support,Yunara,ADC,0.5145,43
Nunu,Support,Smolder,ADC,0.4989,10
Olaf,Top,Talon,Jungle,0.4498,10
Olaf,Top,Shyvana,Jungle,0.5461,9
Olaf,Top,Rengar,Jungle,0.5246,5
Olaf,Top,Viego,Jungle,0.5502,13
Olaf,Top,Qiyana,Jungle,0.5266,12
Olaf,Top,Vi,Jungle,0.5685,9
Olaf,Top,Sylas,Jungle,0.5165,20
Olaf,Top,TwistedFate,Mid,0.5625,10
Olaf,Top,Orianna,Mid,0.4902,6
Olaf,Top,Viktor,Mid,0.5013,13
Olaf,Top,Syndra,Mid,0.5169,14
Olaf,Top,Yasuo,Mid,0.444,11
Olaf,Top,Zed,Mid,0.5657,14
Olaf,Top,Sylas,Mid,0.492,12
Olaf,Top,Yone,Mid,0.5419,10
Olaf,Top,Tristana,ADC,0.4464,11
Olaf,Top,Twitch,ADC,0.429,7
Olaf,Top,Varus,ADC,0.5606,7
Olaf,Top,Viktor,ADC,0.4926,6
Olaf,Top,Syndra,ADC,0.5576,5
Olaf,Top,Yasuo,ADC,0.5489,5
Olaf,Top,Zeri,ADC,0.5091,6
Olaf,Top,Xayah,ADC,0.5256,7
Olaf,Top,Yunara,ADC,0.4947,17
Olaf,Top,Smolder,ADC,0.4427,5
Olaf,Top,Soraka,Support,0.5694,8
Olaf,Top,Pantheon,Support,0.5645,6
Olaf,Top,Seraphine,Support,0.5501,13
Olaf,Top,Senna,Support,0.5382,12
Olaf,Top,Yuumi,Support,0.4655,6
Olaf,Top,Thresh,Support,0.5018,20
Olaf,Top,Rakan,Support,0.4941,5
Olaf,Top,Rell,Support,0.5238,6
Olaf,Top,Pyke,Support,0.4311,11
Olaf,Jungle,Olaf,Top,0.5076,7
Olaf,Jungle,Teemo,Top,0.5003,7
Olaf,Jungle,Tryndamere,Top,0.4424,6
Jax,Top,Olaf,Jungle,0.512,7
DrMundo,Top,Olaf,Jungle,0.4616,9
Irelia,Top,Olaf,Jungle,0.472,7
Gangplank,Top,Olaf,Jungle,0.5246,9
Malphite,Top,Olaf,Jungle,0.5115,15
Olaf,Jungle,Renekton,Top,0.4409,14
Olaf,Jungle,Rumble,Top,0.5518,5
Nasus,Top,Olaf,Jungle,0.5539,13
Gragas,Top,Olaf,Jungle,0.4815,6
Mordekaiser,Top,Olaf,Jungle,0.5504,9
Akali,Top,Olaf,Jungle,0.5014,6
Garen,Top,Olaf,Jungle,0.521,11
Olaf,Jungle,Volibear,Top,0.49,7
Fiora,Top,Olaf,Jungle,0.518,6
Darius,Top,Olaf,Jungle,0.4948,7
Jayce,Top,Olaf,Jungle,0.4861,14
Olaf,Jungle,Yasuo,Top,0.482,6
Camille,Top,Olaf,Jungle,0.4644,8
Aatrox,Top,Olaf,Jungle,0.4676,13
Olaf,Jungle,Ornn,Top,0.4444,5
Olaf,Jungle,Yone,Top,0.4338,13
Ambessa,Top,Olaf,Jungle,0.5532,7
Olaf,Jungle,Sett,Top,0.4299,9
KSante,Top,Olaf,Jungle,0.4487,12
Galio,Mid,Olaf,Jungle,0.4637,7
Olaf,Jungle,TwistedFate,Mid,0.5007,14
Leblanc,Mid,Olaf,Jungle,0.5023,10
Olaf,Jungle,Ryze,Mid,0.4377,8
Kassadin,Mid,Olaf,Jungle,0.5318,7
Olaf,Jungle,Veigar,Mid,0.5284,5
Katarina,Mid,Olaf,Jungle,0.4689,9
Olaf,Jungle,Orianna,Mid,0.4567,12
Cassiopeia,Mid,Olaf,Jungle,0.4493,6
Nasus,Mid,Olaf,Jungle,0.5272,6
Akali,Mid,Olaf,Jungle,0.4723,10
Malzahar,Mid,Olaf,Jungle,0.5049,7
Lux,Mid,Olaf,Jungle,0.4649,7
Olaf,Jungle,Xerath,Mid,0.4613,10
Ahri,Mid,Olaf,Jungle,0.5182,17
Fizz,Mid,Olaf,Jungle,0.5205,8
Olaf,Jungle,Viktor,Mid,0.5169,10
Lissandra,Mid,Olaf,Jungle,0.5665,10
Diana,Mid,Olaf,Jungle,0.4904,8
Olaf,Jungle,Syndra,Mid,0.4785,20
Olaf,Jungle,Zoe,Mid,0.5241,7
Olaf,Jungle,Yasuo,Mid,0.4486,7
Olaf,Jungle,Zed,Mid,0.4666,9
Ekko,Mid,Olaf,Jungle,0.5317,6
Olaf,Jungle,Sylas,Mid,0.4357,16
Olaf,Jungle,Vex,Mid,0.5594,10
Olaf,Jungle,Yone,Mid,0.4796,5
Locke,Mid,Olaf,Jungle,0.4585,16
Hwei,Mid,Olaf,Jungle,0.459,9
Olaf,Jungle,Sivir,ADC,0.4334,7
Olaf,Jungle,Tristana,ADC,0.479,14
MissFortune,ADC,Olaf,Jungle,0.4846,7
Ashe,ADC,Olaf,Jungle,0.463,15
Olaf,Jungle,Twitch,ADC,0.4891,5
Caitlyn,ADC,Olaf,Jungle,0.5026,28
Ezreal,ADC,Olaf,Jungle,0.4487,26
KogMaw,ADC,Olaf,Jungle,0.5275,5
Olaf,Jungle,Varus,ADC,0.5345,7
Draven,ADC,Olaf,Jungle,0.4581,7
Kaisa,ADC,Olaf,Jungle,0.4921,36
Jhin,ADC,Olaf,Jungle,0.4703,36
Olaf,Jungle,Zeri,ADC,0.4612,6
Jinx,ADC,Olaf,Jungle,0.4854,28
Lucian,ADC,Olaf,Jungle,0.5301,17
Kalista,ADC,Olaf,Jungle,0.4769,6
Olaf,Jungle,Xayah,ADC,0.5137,7
Aphelios,ADC,Olaf,Jungle,0.5139,8
Olaf,Jungle,Yunara,ADC,0.4662,25
Alistar,Support,Olaf,Jungle,0.4311,10
Olaf,Jungle,Soraka,Support,0.5506,6
Morgana,Support,Olaf,Jungle,0.5628,7
Olaf,Jungle,Zilean,Support,0.468,6
Janna,Support,Olaf,Jungle,0.4935,6
Karma,Support,Olaf,Jungle,0.4564,18
Blitzcrank,Support,Olaf,Jungle,0.5339,16
Olaf,Jungle,Pantheon,Support,0.5425,6
Leona,Support,Olaf,Jungle,0.4885,11
Lux,Support,Olaf,Jungle,0.5491,12
Olaf,Jungle,Xerath,Support,0.5417,10
Nautilus,Support,Olaf,Jungle,0.5079,15
Lulu,Support,Olaf,Jungle,0.4337,24
Olaf,Jungle,Seraphine,Support,0.5016,13
Braum,Support,Olaf,Jungle,0.5272,8
Olaf,Jungle,Senna,Support,0.512,7
Nami,Support,Olaf,Jungle,0.4776,13
Olaf,Jungle,Yuumi,Support,0.5288,12
Olaf,Jungle,Thresh,Support,0.5309,27
Bard,Support,Olaf,Jungle,0.4295,12
Olaf,Jungle,Rell,Support,0.5104,7
Olaf,Jungle,Pyke,Support,0.4557,11
Milio,Support,Olaf,Jungle,0.4522,10
Olaf,Mid,Olaf,Top,0.466,12
Olaf,Mid,Urgot,Top,0.5575,6
Olaf,Mid,Sion,Top,0.5115,9
Olaf,Mid,Tryndamere,Top,0.5637,7
Jax,Top,Olaf,Mid,0.4929,12
Olaf,Mid,Singed,Top,0.5711,6
Chogath,Top,Olaf,Mid,0.5443,7
DrMundo,Top,Olaf,Mid,0.5145,6
Irelia,Top,Olaf,Mid,0.4905,10
Gangplank,Top,Olaf,Mid,0.4798,10
Malphite,Top,Olaf,Mid,0.4576,16
Olaf,Mid,Renekton,Top,0.4824,12
Olaf,Mid,Vayne,Top,0.4338,5
Nasus,Top,Olaf,Mid,0.5062,17
Mordekaiser,Top,Olaf,Mid,0.4289,5
Garen,Top,Olaf,Mid,0.4876,18
Olaf,Mid,Volibear,Top,0.5659,5
Fiora,Top,Olaf,Mid,0.5508,8
Darius,Top,Olaf,Mid,0.4886,10
Jayce,Top,Olaf,Mid,0.4891,15
Gnar,Top,Olaf,Mid,0.4558,7
Olaf,Mid,Yasuo,Top,0.4932,10
Camille,Top,Olaf,Mid,0.5409,10
Aatrox,Top,Olaf,Mid,0.4891,11
Olaf,Mid,Ornn,Top,0.4744,6
Olaf,Mid,Yone,Top,0.5251,18
Ambessa,Top,Olaf,Mid,0.4997,11
Olaf,Mid,Sett,Top,0.5365,8
KSante,Top,Olaf,Mid,0.4843,11
Olaf,Mid,Zaahen,Top,0.5479,9
Olaf,Mid,XinZhao,Jungle,0.4872,5
MasterYi,Jungle,Olaf,Mid,0.5311,9
Chogath,Jungle,Olaf,Mid,0.5703,12
Olaf,Mid,Shaco,Jungle,0.518,8
Nocturne,Jungle,Olaf,Mid,0.5602,11
JarvanIV,Jungle,Olaf,Mid,0.468,13
MonkeyKing,Jungle,Olaf,Mid,0.5194,9
LeeSin,Jungle,Olaf,Mid,0.5054,32
Nidalee,Jungle,Olaf,Mid,0.5286,9
Olaf,Mid,Udyr,Jungle,0.545,5
Olaf,Mid,Talon,Jungle,0.5065,15
Olaf,Mid,Shyvana,Jungle,0.5519,9
Graves,Jungle,Olaf,Mid,0.4405,18
Olaf,Mid,Rengar,Jungle,0.481,9
Olaf,Mid,Sejuani,Jungle,0.4649,7
Hecarim,Jungle,Olaf,Mid,0.4652,12
Khazix,Jungle,Olaf,Mid,0.5597,12
Kayn,Jungle,Olaf,Mid,0.5335,9
Belveth,Jungle,Olaf,Mid,0.5237,5
Briar,Jungle,Olaf,Mid,0.525,11
Olaf,Mid,Viego,Jungle,0.4894,26
Ekko,Jungle,Olaf,Mid,0.4737,9
Olaf,Mid,Qiyana,Jungle,0.5295,12
Olaf,Mid,Vi,Jungle,0.5153,12
Olaf,Mid,Sylas,Jungle,0.546,17
Naafiri,Jungle,Olaf,Mid,0.459,9
Olaf,Mid,Sivir,ADC,0.4773,6
Olaf,Mid,Tristana,ADC,0.5292,19
MissFortune,ADC,Olaf,Mid,0.5088,6
Ashe,ADC,Olaf,Mid,0.5029,12
Olaf,Mid,Twitch,ADC,0.5194,7
Caitlyn,ADC,Olaf,Mid,0.4942,26
Ezreal,ADC,Olaf,Mid,0.4436,33
KogMaw,ADC,Olaf,Mid,0.5381,6
Olaf,Mid,Varus,ADC,0.4534,6
Draven,ADC,Olaf,Mid,0.5121,7
Kaisa,ADC,Olaf,Mid,0.4827,52
Olaf,Mid,Yasuo,ADC,0.5402,7
Jhin,ADC,Olaf,Mid,0.5117,37
Olaf,Mid,Zeri,ADC,0.5086,6
Jinx,ADC,Olaf,Mid,0.5708,34
Lucian,ADC,Olaf,Mid,0.5672,20
Olaf,Mid,Samira,ADC,0.4524,7
Kalista,ADC,Olaf,Mid,0.5151,11
Olaf,Mid,Xayah,ADC,0.5682,6
Aphelios,ADC,Olaf,Mid,0.5149,14
Olaf,Mid,Yunara,ADC,0.5268,32
Alistar,Support,Olaf,Mid,0.5503,11
Olaf,Mid,Soraka,Support,0.4815,7
Morgana,Support,Olaf,Mid,0.4904,6
Olaf,Mid,Sona,Support,0.4772,8
Janna,Support,Olaf,Mid,0.5282,13
Karma,Support,Olaf,Mid,0.4472,18
Olaf,Mid,Swain,Support,0.4513,5
Blitzcrank,Support,Olaf,Mid,0.5688,10
Olaf,Mid,Pantheon,Support,0.4914,7
Leona,Support,Olaf,Mid,0.5539,22
Nautilus,Support,Olaf,Mid,0.5169,24
Lulu,Support,Olaf,Mid,0.5518,25
Olaf,Mid,Seraphine,Support,0.5077,15
Olaf,Mid,Velkoz,Support,0.5456,5
Camille,Support,Olaf,Mid,0.4667,6
Braum,Support,Olaf,Mid,0.5141,14
Olaf,Mid,TahmKench,Support,0.5097,6
Olaf,Mid,Senna,Support,0.5298,14
Nami,Support,Olaf,Mid,0.4417,20
Olaf,Mid,Yuumi,Support,0.5105,13
Olaf,Mid,Thresh,Support,0.5363,35
Bard,Support,Olaf,Mid,0.5271,14
Olaf,Mid,Rakan,Support,0.5398,5
Olaf,Mid,Rell,Support,0.5147,6
Olaf,Mid,Pyke,Support,0.4424,13
Milio,Support,Olaf,Mid,0.5064,11
Nasus,Top,Olaf,ADC,0.5278,5
Garen,Top,Olaf,ADC,0.5522,6
Camille,Top,Olaf,ADC,0.5246,5
Olaf,ADC,Yone,Top,0.5709,6
LeeSin,Jungle,Olaf,ADC,0.5047,6
Olaf,ADC,Talon,Jungle,0.5531,7
Graves,Jungle,Olaf,ADC,0.4496,8
Hecarim,Jungle,Olaf,ADC,0.5151,5
Kayn,Jungle,Olaf,ADC,0.5389,5
Olaf,ADC,Qiyana,Jungle,0.5712,6
Katarina,Mid,Olaf,ADC,0.5688,5
Olaf,ADC,Viktor,Mid,0.474,6
Olaf,ADC,Yasuo,Mid,0.5709,13
Olaf,ADC,Zed,Mid,0.5661,10
Olaf,ADC,Yone,Mid,0.5227,8
Nautilus,Support,Olaf,ADC,0.5554,5
Olaf,ADC,Seraphine,Support,0.5238,6
Olaf,ADC,Senna,Support,0.5585,5
Nami,Support,Olaf,ADC,0.4577,13
Olaf,ADC,Thresh,Support,0.5607,8
Olaf,ADC,Pyke,Support,0.542,6
Olaf,Support,Olaf,Top,0.556,9
Olaf,Support,Urgot,Top,0.5709,10
Kayle,Top,Olaf,Support,0.4789,9
Olaf,Support,Sion,Top,0.4946,9
Olaf,Support,Teemo,Top,0.5491,9
Olaf,Support,Tryndamere,Top,0.5471,11
Jax,Top,Olaf,Support,0.5525,21
Olaf,Support,Singed,Top,0.5599,11
Chogath,Top,Olaf,Support,0.4939,12
DrMundo,Top,Olaf,Support,0.44,13
Irelia,Top,Olaf,Support,0.5519,17
Gangplank,Top,Olaf,Support,0.5202,15
Olaf,Support,Trundle,Top,0.4997,6
Malphite,Top,Olaf,Support,0.546,17
Olaf,Support,Renekton,Top,0.569,20
Olaf,Support,Vayne,Top,0.5203,8
Olaf,Support,Rumble,Top,0.5573,8
Nasus,Top,Olaf,Support,0.5403,24
Gragas,Top,Olaf,Support,0.5678,7
